review_id,rating_score,sentiment_label,dominant_topic,keyword_tags,confidence_level
114,5,Positive,1,"feedback, content, engaging, appreciated, timely, course, clear, example, delivery, follow",0.8664698
115,1,Negative,1,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.8392073
116,3,Neutral,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.5333954
117,2,Negative,2,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.8662353
118,4,Positive,4,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.88551176
119,1,Negative,2,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.8662409
120,1,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8855478
121,2,Negative,2,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.86625624
122,4,Positive,1,"feedback, content, engaging, appreciated, timely, course, clear, example, delivery, follow",0.8664698
123,4,Positive,3,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8660216
124,5,Positive,4,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.88551277
125,1,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8999157
126,5,Positive,1,"feedback, content, engaging, appreciated, timely, course, clear, example, delivery, follow",0.8664698
127,5,Positive,0,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.86623526
128,3,Neutral,4,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.88554037
129,1,Negative,1,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.8392055
130,1,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.88554764
131,2,Negative,1,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.8392088
132,2,Negative,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8396108
133,5,Positive,4,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8855098
134,1,Negative,2,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.866256
135,3,Neutral,3,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.8651922
136,4,Positive,3,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8660179
137,1,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8855478
138,4,Positive,1,"feedback, content, engaging, appreciated, timely, course, clear, example, delivery, follow",0.8664697
139,5,Positive,0,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8662348
140,5,Positive,2,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.8856758
141,5,Positive,1,"feedback, content, engaging, appreciated, timely, course, clear, example, delivery, follow",0.86647016
142,2,Negative,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.83961064
143,3,Neutral,0,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.88483876
144,4,Positive,2,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.88567585
145,5,Positive,1,"feedback, content, engaging, appreciated, timely, course, clear, example, delivery, follow",0.8664706
146,2,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.89991564
147,1,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8855478
148,1,Negative,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.839611
149,1,Negative,1,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.8392056
150,5,Positive,3,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.86601806
151,2,Negative,1,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.83920854
152,3,Neutral,0,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.8848347
153,5,Positive,0,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.86623514
154,4,Positive,0,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8662349
155,2,Negative,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8396108
156,3,Neutral,4,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.8855401
157,2,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8855477
158,4,Positive,3,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.86601573
159,3,Neutral,3,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.86518925
160,4,Positive,1,"feedback, content, engaging, appreciated, timely, course, clear, example, delivery, follow",0.8664685
161,5,Positive,1,"feedback, content, engaging, appreciated, timely, course, clear, example, delivery, follow",0.86647034
162,5,Positive,4,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8855099
163,5,Positive,0,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.866235
164,2,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.88554794
165,2,Negative,1,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.83920455
166,4,Positive,3,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.86601573
167,3,Neutral,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.53339535
168,3,Neutral,3,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.8651904
169,2,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8855476
170,1,Negative,2,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.86622953
171,1,Negative,1,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.83921516
172,2,Negative,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.83959866
173,1,Negative,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.839611
174,5,Positive,2,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.8856758
175,4,Positive,4,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.88550985
176,3,Neutral,0,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8658451
177,4,Positive,0,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8662353
178,2,Negative,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8396111
179,3,Neutral,0,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.8848368
180,5,Positive,3,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.86602014
181,2,Negative,2,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.86623204
182,2,Negative,2,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.8662561
183,1,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.88554794
184,3,Neutral,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.5333954
185,5,Positive,2,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.8856758
186,1,Negative,1,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.83920974
187,4,Positive,0,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8662355
188,4,Positive,3,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.866012
189,1,Negative,2,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.86624336
190,3,Neutral,0,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.8848358
191,5,Positive,1,"feedback, content, engaging, appreciated, timely, course, clear, example, delivery, follow",0.8664717
192,3,Neutral,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.5333954
193,5,Positive,0,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8662349
194,1,Negative,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.83961105
195,4,Positive,0,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8662353
196,1,Negative,1,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.8392084
197,2,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.88554764
198,2,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8999157
199,4,Positive,1,"feedback, content, engaging, appreciated, timely, course, clear, example, delivery, follow",0.86647063
200,3,Neutral,0,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.86580414
201,5,Positive,2,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.8856758
202,5,Positive,1,"feedback, content, engaging, appreciated, timely, course, clear, example, delivery, follow",0.86646867
203,5,Positive,1,"feedback, content, engaging, appreciated, timely, course, clear, example, delivery, follow",0.86647063
204,5,Positive,3,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.86601776
205,5,Positive,4,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8855123
206,1,Negative,2,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.8662559
207,4,Positive,1,"feedback, content, engaging, appreciated, timely, course, clear, example, delivery, follow",0.86646885
208,3,Neutral,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.5333954
209,3,Neutral,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.5333954
210,3,Neutral,3,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.86518824
211,4,Positive,0,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8662347
212,4,Positive,0,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.86621463
213,4,Positive,4,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.88551176
214,5,Positive,3,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.86602294
215,4,Positive,3,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8660187
216,1,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8999157
217,2,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.88554794
218,5,Positive,2,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.88567585
219,2,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8999157
220,3,Neutral,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.5333954
221,5,Positive,3,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8660162
222,1,Negative,1,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.83921266
223,2,Negative,2,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.8662559
224,5,Positive,0,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.86623466
225,4,Positive,4,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8855114
226,2,Negative,2,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.8662308
227,2,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.88553745
228,4,Positive,4,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8855117
229,5,Positive,2,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.8856758
230,4,Positive,1,"feedback, content, engaging, appreciated, timely, course, clear, example, delivery, follow",0.86647034
231,3,Neutral,0,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8658059
232,2,Negative,1,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.83921677
233,2,Negative,2,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.8662561
234,4,Positive,4,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8855123
235,5,Positive,4,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.88550985
236,4,Positive,4,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8855131
237,4,Positive,1,"feedback, content, engaging, appreciated, timely, course, clear, example, delivery, follow",0.8664674
238,1,Negative,1,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.83920807
239,3,Neutral,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.5333954
240,3,Neutral,0,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.8848297
241,2,Negative,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8396108
242,5,Positive,1,"feedback, content, engaging, appreciated, timely, course, clear, example, delivery, follow",0.8664674
243,2,Negative,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8396111
244,4,Positive,3,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.866023
245,5,Positive,2,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.8856758
246,1,Negative,2,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.86623394
247,3,Neutral,0,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8658089
248,2,Negative,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.839611
249,4,Positive,0,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.866235
250,5,Positive,3,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.86601996
251,4,Positive,3,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8660231
252,2,Negative,1,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.83919084
253,2,Negative,1,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.83920354
254,5,Positive,3,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8660191
255,1,Negative,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.839611
256,2,Negative,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8396106
257,3,Neutral,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.53339535
258,1,Negative,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.83960104
259,4,Positive,1,"feedback, content, engaging, appreciated, timely, course, clear, example, delivery, follow",0.86646885
260,3,Neutral,0,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8658139
261,5,Positive,0,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8662195
262,3,Neutral,3,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.86518663
263,5,Positive,2,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.8856758
264,3,Neutral,3,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.8651909
265,1,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8999157
266,1,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8855477
267,5,Positive,1,"feedback, content, engaging, appreciated, timely, course, clear, example, delivery, follow",0.8664697
268,5,Positive,3,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.86601907
269,2,Negative,2,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.86623156
270,2,Negative,2,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.86625624
271,2,Negative,2,"throughout, struggled, stay, focused, engaging, great, bad, experience, average, learning",0.8662324
272,4,Positive,3,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.8660234
273,1,Negative,1,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.8392096
274,3,Neutral,0,"explanation, clear, fastpaced, lacked, follow, easy, teaching, style, great, delivery",0.53339535
275,4,Positive,2,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.8856758
276,1,Negative,4,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8999157
277,5,Positive,0,"instructor, course, felt, rarely, question, hard, responded, follow, much, gain",0.8662354
278,2,Negative,1,"example, recommend, pacing, realworld, highly, excellent, unhelpful, delayed, often, feedback",0.839212
